precision,recall
0.25,1.0
0.25008944543828265,1.0
0.25017895490336434,1.0
0.2502685284640172,1.0
0.2503581661891118,1.0
0.2504478681476173,1.0
0.25053763440860216,1.0
0.2506274650412334,1.0
0.25071736011477763,1.0
0.25080731969860065,1.0
0.250897343862168,1.0
0.25098743267504486,1.0
0.2510775862068966,1.0
0.2511678045274883,1.0
0.25125808770668584,1.0
0.2513484358144552,1.0
0.2514388489208633,1.0
0.2515293270960777,1.0
0.25161987041036715,1.0
0.25180115273775217,1.0
0.2518918918918919,1.0
0.2519826964671954,1.0
0.25207356653443924,1.0
0.25216450216450215,1.0
0.2522555034283652,1.0
0.2523465703971119,1.0
0.2524377031419285,1.0
0.252528901734104,1.0
0.2526201662450307,1.0
0.2527114967462039,1.0
0.2528028933092224,1.0
0.2528943560057887,1.0
0.252985884907709,1.0
0.25307748008689357,1.0
0.25316914161535675,1.0
0.2532608695652174,1.0
0.2533526640086988,1.0
0.2534445250181291,1.0
0.2535364526659412,1.0
0.25362844702467346,1.0
0.25372050816696917,1.0
0.25381263616557737,1.0
0.2539048310933527,1.0
0.2539970930232558,1.0
0.25408942202835333,1.0
0.2541818181818182,1.0
0.25427428155692977,1.0
0.25436681222707425,1.0
0.2544594102657444,1.0
0.25455207574654043,1.0
0.2546448087431694,1.0
0.25473760932944606,1.0
0.2548304775792927,1.0
0.2549234135667396,1.0
0.25501641736592484,1.0
0.2551094890510949,1.0
0.2552026286966046,1.0
0.25529583637691744,1.0
0.25538911216660576,1.0
0.25548245614035087,1.0
0.2555758683729433,1.0
0.2556693489392831,1.0
0.2557628979143798,1.0
0.25585651537335286,1.0
0.2559502013914317,1.0
0.256043956043956,1.0
0.25613777940637594,1.0
0.2562316715542522,1.0
0.2563256325632563,1.0
0.2564196625091709,1.0
0.2565137614678899,1.0
0.2566079295154185,1.0
0.25670216672787366,1.0
0.2567964731814842,1.0
0.25689084895259096,1.0
0.25698529411764703,1.0
0.2570798087532181,1.0
0.2571743929359823,1.0
0.25726904674273093,1.0
0.25736377025036816,1.0
0.2574585635359116,1.0
0.2575534266764923,1.0
0.25764835974935496,1.0
0.2577433628318584,1.0
0.2578384360014755,1.0
0.25793357933579336,1.0
0.25802879291251385,1.0
0.2581240768094535,1.0
0.25821943110454376,1.0
0.2583148558758315,1.0
0.25841035120147876,1.0
0.2585059171597633,1.0
0.2586015538290788,1.0
0.25869726128793485,1.0
0.2587930396149574,1.0
0.2588888888888889,1.0
0.25898480918858835,1.0
0.2590808005930319,1.0
0.25917686318131256,1.0
0.25927299703264095,1.0
0.2593692022263451,1.0
0.2594654788418708,1.0
0.25956182695878205,1.0
0.2596582466567608,1.0
0.25975473801560756,1.0
0.25985130111524163,1.0
0.259947936035701,1.0
0.26004464285714285,1.0
0.2601414216598437,1.0
0.26023827252419957,1.0
0.26033519553072626,1.0
0.26043219076005963,1.0
0.26052925829295565,1.0
0.2606263982102908,1.0
0.2607236105930623,1.0
0.2608208955223881,1.0
0.2609182530795073,1.0
0.26101568334578046,1.0
0.2611131864026896,1.0
0.26121076233183854,1.0
0.2613084112149533,1.0
0.26140613313388184,1.0
0.2615039281705948,1.0
0.2616017964071856,1.0
0.2616997379258705,1.0
0.26179775280898876,1.0
0.2618958411390034,1.0
